Transaction Summary for January 1, 2013 to April 27, 2016
Transactions: 581

Date	Order ID	SKU	Transaction type	Payment Type	Payment Detail	Amount	Quantity	Product Title
Apr 8, 2016	110-3753323-2983464	694202109571_L.U.VERYGOOD	Refund	Amazon fees	Referral Fee on Item Price	$1.80		Discovery Kids Marine Lamp - 12.75" L X 9" H
Apr 8, 2016	110-3753323-2983464	694202109571_L.U.VERYGOOD	Refund	Amazon fees	Refund Administration Fee	$-0.36		Discovery Kids Marine Lamp - 12.75" L X 9" H
Apr 8, 2016	110-3753323-2983464	694202109571_L.U.VERYGOOD	Refund	Product charges		$-11.99	1	Discovery Kids Marine Lamp - 12.75" L X 9" H
Mar 31, 2016	109-8661010-3316268	DE-ACSO-L2JZ	Refund	Amazon fees	Referral Fee on Item Price	$1.55		Slugterra Mini Figure 2-Pack Spinner & Bludgeon [Includes Code for Exclusive Game Items]
Mar 31, 2016	109-8661010-3316268	DE-ACSO-L2JZ	Refund	Amazon fees	Refund Administration Fee	$-0.31		Slugterra Mini Figure 2-Pack Spinner & Bludgeon [Includes Code for Exclusive Game Items]
Mar 31, 2016	109-8661010-3316268	DE-ACSO-L2JZ	Refund	Product charges		$-10.33	1	Slugterra Mini Figure 2-Pack Spinner & Bludgeon [Includes Code for Exclusive Game Items]
Mar 25, 2016	102-8142051-1313854		Refund	Amazon fees	Shipping Chargeback	$5.07		
Mar 25, 2016	102-8142051-1313854		Refund	Other	Shipping	$-5.07		
Mar 9, 2016	110-0630826-0838627	887961225778-C	Refund	Amazon fees	Referral Fee on Item Price	$2.23		Hot Wheels City Stunt & Loop Trackset
Mar 9, 2016	110-0630826-0838627	887961225778-C	Refund	Amazon fees	Refund Administration Fee	$-0.45		Hot Wheels City Stunt & Loop Trackset
Mar 9, 2016	110-0630826-0838627	887961225778-C	Refund	Product charges		$-14.88	1	Hot Wheels City Stunt & Loop Trackset
Mar 9, 2016	113-7594998-3569816	746775096595-C	Refund	Amazon fees	Referral Fee on Item Price	$3.45		Fisher-Price Little People Tow 'n Pull Tractor
Mar 9, 2016	113-7594998-3569816	746775096595-C	Refund	Amazon fees	Refund Administration Fee	$-0.69		Fisher-Price Little People Tow 'n Pull Tractor
Mar 9, 2016	113-7594998-3569816	746775096595-C	Refund	Product charges		$-22.99	1	Fisher-Price Little People Tow 'n Pull Tractor
Mar 8, 2016	107-9408286-4749832	049022738638_C	Refund	Amazon fees	Referral Fee on Item Price	$3.27		Disney Minnie's Music Mat Electronic Piano
Mar 8, 2016	107-9408286-4749832	049022738638_C	Refund	Amazon fees	Refund Administration Fee	$-0.65		Disney Minnie's Music Mat Electronic Piano
Mar 8, 2016	107-9408286-4749832	049022738638_C	Refund	Product charges		$-21.79	1	Disney Minnie's Music Mat Electronic Piano
Feb 26, 2016	106-6091802-8210608	ES-PXWO-7R9J	Refund	Amazon fees	Referral Fee on Item Price	$1.64		American Crafts 3 Piece Heidi Swapp Minc Transfer Folder
Feb 26, 2016	106-6091802-8210608	ES-PXWO-7R9J	Refund	Amazon fees	Refund Administration Fee	$-0.33		American Crafts 3 Piece Heidi Swapp Minc Transfer Folder
Feb 26, 2016	106-6091802-8210608	ES-PXWO-7R9J	Refund	Product charges		$-10.94	1	American Crafts 3 Piece Heidi Swapp Minc Transfer Folder
Feb 23, 2016	110-0034826-7285060	9D-FDJG-8YGV	Refund	Amazon fees	Referral Fee on Item Price	$5.14		SpruKits DC Comics The Dark Knight Rises Batman Action Figure Model Kit, Level 2
Feb 23, 2016	110-0034826-7285060	9D-FDJG-8YGV	Refund	Amazon fees	Refund Administration Fee	$-1.03		SpruKits DC Comics The Dark Knight Rises Batman Action Figure Model Kit, Level 2
Feb 23, 2016	110-0034826-7285060	9D-FDJG-8YGV	Refund	Product charges		$-34.22	2	SpruKits DC Comics The Dark Knight Rises Batman Action Figure Model Kit, Level 2
Feb 21, 2016	111-3714917-1449833		Refund	Other	Other concession	$-7.29		
Feb 19, 2016	115-5850303-8960261	049022848146-C	Refund	Amazon fees	Referral Fee on Item Price	$2.30		Ultimate Spider-Man Web-Warriors Electric Racing Cars
Feb 19, 2016	115-5850303-8960261	049022848146-C	Refund	Amazon fees	Refund Administration Fee	$-0.46		Ultimate Spider-Man Web-Warriors Electric Racing Cars
Feb 19, 2016	115-5850303-8960261	049022848146-C	Refund	Product charges		$-15.31	1	Ultimate Spider-Man Web-Warriors Electric Racing Cars
Feb 19, 2016	002-4329054-9653044	886144905971-L	Refund	Amazon fees	Referral Fee on Item Price	$3.60		Disney Doc McStuffins Doctor's Bag
Feb 19, 2016	002-4329054-9653044	886144905971-L	Refund	Amazon fees	Refund Administration Fee	$-0.72		Disney Doc McStuffins Doctor's Bag
Feb 19, 2016	002-4329054-9653044	886144905971-L	Refund	Product charges		$-24.00	1	Disney Doc McStuffins Doctor's Bag
Feb 14, 2016	102-7224960-4311421		Refund	Amazon fees	Shipping Chargeback	$8.99		
Feb 14, 2016	102-7224960-4311421		Refund	Other	Shipping	$-8.99		
Feb 12, 2016	108-4400972-7164252	746775094812_C/M	Refund	Amazon fees	Referral Fee on Item Price	$4.50		Fisher-Price Growing Baby Animal Activity Gym
Feb 12, 2016	108-4400972-7164252	746775094812_C/M	Refund	Amazon fees	Refund Administration Fee	$-0.90		Fisher-Price Growing Baby Animal Activity Gym
Feb 12, 2016	108-4400972-7164252	746775094812_C/M	Refund	Product charges		$-29.97	1	Fisher-Price Growing Baby Animal Activity Gym
Feb 9, 2016	002-2547682-5176246	G2-QG9K-APGZ	Refund	Amazon fees	Referral Fee on Item Price	$1.05		Hot Wheels - New Wave 24/32 - DeLorean DMC-12
Feb 9, 2016	002-2547682-5176246	G2-QG9K-APGZ	Refund	Amazon fees	Refund Administration Fee	$-0.21		Hot Wheels - New Wave 24/32 - DeLorean DMC-12
Feb 9, 2016	002-2547682-5176246	G2-QG9K-APGZ	Refund	Product charges		$-7.00	1	Hot Wheels - New Wave 24/32 - DeLorean DMC-12
Jan 29, 2016	002-5755272-8585018	039897412092-C	Refund	Amazon fees	Referral Fee on Item Price	$2.70		Winx Club: Soft Doll Kiko Bunny
Jan 29, 2016	002-5755272-8585018	039897412092-C	Refund	Amazon fees	Refund Administration Fee	$-0.54		Winx Club: Soft Doll Kiko Bunny
Jan 29, 2016	002-5755272-8585018	039897412092-C	Refund	Product charges		$-17.99	1	Winx Club: Soft Doll Kiko Bunny
Jan 28, 2016	104-5258220-3813020		Refund	Other	Other concession	$-22.95		
Jan 27, 2016	113-8434474-4621004	049022507920-C	Refund	Amazon fees	Referral Fee on Item Price	$3.21		Mickey Mouse Clubhouse Minnie Laptop Junior
Jan 27, 2016	113-8434474-4621004	049022507920-C	Refund	Amazon fees	Refund Administration Fee	$-0.64		Mickey Mouse Clubhouse Minnie Laptop Junior
Jan 27, 2016	113-8434474-4621004	049022507920-C	Refund	Product charges		$-21.43	1	Mickey Mouse Clubhouse Minnie Laptop Junior
Jan 26, 2016	111-1579157-1791414	703086694773-C	Refund	Amazon fees	Referral Fee on Item Price	$3.27		Yada Yada Yada (Colors May Vary)
Jan 26, 2016	111-1579157-1791414	703086694773-C	Refund	Amazon fees	Refund Administration Fee	$-0.65		Yada Yada Yada (Colors May Vary)
Jan 26, 2016	111-1579157-1791414	703086694773-C	Refund	Product charges		$-21.83	1	Yada Yada Yada (Colors May Vary)
Jan 25, 2016	105-4823023-1699460	N9-OJU9-26U8	Refund	Amazon fees	Referral Fee on Item Price	$4.20		Barbie Fifth Harmony Dinah Doll
Jan 25, 2016	105-4823023-1699460	N9-OJU9-26U8	Refund	Amazon fees	Refund Administration Fee	$-0.84		Barbie Fifth Harmony Dinah Doll
Jan 25, 2016	105-4823023-1699460	N9-OJU9-26U8	Refund	Product charges		$-27.99	1	Barbie Fifth Harmony Dinah Doll
Jan 22, 2016	106-8217526-7713016	978145080217-C/M	Refund	Amazon fees	Referral Fee on Item Price	$5.04		Record a Story: 'Twas the Night Before Christmas
Jan 22, 2016	106-8217526-7713016	978145080217-C/M	Refund	Amazon fees	Variable Closing Fee	$1.35		Record a Story: 'Twas the Night Before Christmas
Jan 22, 2016	106-8217526-7713016	978145080217-C/M	Refund	Product charges		$-33.60	1	Record a Story: 'Twas the Night Before Christmas
Jan 22, 2016	106-8217526-7713016	978145080217-C/M	Refund	Promo rebates	Shipping	$2.86		Record a Story: 'Twas the Night Before Christmas
Jan 22, 2016	106-8217526-7713016	978145080217-C/M	Refund	Other	Shipping	$-2.86		Record a Story: 'Twas the Night Before Christmas
Jan 22, 2016	106-1883862-6803400	653569740582_L.C.VERYGOOD	Refund	Amazon fees	Referral Fee on Item Price	$1.34		Parker Brothers Monopoly Millionaire Deal
Jan 22, 2016	106-1883862-6803400	653569740582_L.C.VERYGOOD	Refund	Amazon fees	Refund Administration Fee	$-0.27		Parker Brothers Monopoly Millionaire Deal
Jan 22, 2016	106-1883862-6803400	653569740582_L.C.VERYGOOD	Refund	Amazon fees	Shipping Chargeback	$3.28		Parker Brothers Monopoly Millionaire Deal
Jan 22, 2016	106-1883862-6803400	653569740582_L.C.VERYGOOD	Refund	Product charges		$-8.95	1	Parker Brothers Monopoly Millionaire Deal
Jan 22, 2016	106-1883862-6803400	653569740582_L.C.VERYGOOD	Refund	Other	Shipping	$-3.28		Parker Brothers Monopoly Millionaire Deal
Jan 21, 2016	002-4740683-7764241	IB-9P0C-TLLX	Refund	Amazon fees	Referral Fee on Item Price	$0.87		Disney Pixar Cars (Little First Look and Find)
Jan 21, 2016	002-4740683-7764241	IB-9P0C-TLLX	Refund	Amazon fees	Variable Closing Fee	$1.35		Disney Pixar Cars (Little First Look and Find)
Jan 21, 2016	002-4740683-7764241	IB-9P0C-TLLX	Refund	Product charges		$-5.81	1	Disney Pixar Cars (Little First Look and Find)
Jan 19, 2016	113-7315781-8686653	039897699981_C/M	Refund	Amazon fees	Referral Fee on Item Price	$1.41		MiWorld Collector Pack OPI 10 Piece GelColor Set
Jan 19, 2016	113-7315781-8686653	039897699981_C/M	Refund	Amazon fees	Refund Administration Fee	$-0.28		MiWorld Collector Pack OPI 10 Piece GelColor Set
Jan 19, 2016	113-7315781-8686653	039897699981_C/M	Refund	Product charges		$-9.42	1	MiWorld Collector Pack OPI 10 Piece GelColor Set
Jan 16, 2016	113-1045522-9353026	7H-6URY-WDIT	Refund	Amazon fees	Referral Fee on Item Price	$5.09		Monster High Ghoul Chat Doll 2-Pack Rochelle Goyle & Catrine DeMew
Jan 16, 2016	113-1045522-9353026	7H-6URY-WDIT	Refund	Amazon fees	Refund Administration Fee	$-1.02		Monster High Ghoul Chat Doll 2-Pack Rochelle Goyle & Catrine DeMew
Jan 16, 2016	113-1045522-9353026	7H-6URY-WDIT	Refund	Amazon fees	Shipping Chargeback	$15.14		Monster High Ghoul Chat Doll 2-Pack Rochelle Goyle & Catrine DeMew
Jan 16, 2016	113-1045522-9353026	7H-6URY-WDIT	Refund	Product charges		$-33.92	1	Monster High Ghoul Chat Doll 2-Pack Rochelle Goyle & Catrine DeMew
Jan 16, 2016	113-1045522-9353026	7H-6URY-WDIT	Refund	Other	Shipping	$-15.14		Monster High Ghoul Chat Doll 2-Pack Rochelle Goyle & Catrine DeMew
Jan 14, 2016	110-3720373-4233002	886144128110_C	Refund	Amazon fees	Referral Fee on Item Price	$3.14		Disney Frozen Pull Apart and Talkin' Olaf
Jan 14, 2016	110-3720373-4233002	886144128110_C	Refund	Amazon fees	Refund Administration Fee	$-0.63		Disney Frozen Pull Apart and Talkin' Olaf
Jan 14, 2016	110-3720373-4233002	886144128110_C	Refund	Product charges		$-20.95	1	Disney Frozen Pull Apart and Talkin' Olaf
Jan 12, 2016	111-3714917-1449833	653569793298_C	Refund	Amazon fees	Referral Fee on Item Price	$1.59		Playskool Heroes, Transformers Rescue Bots Figure, Heatwave the Fire-Bot, 3.5 Inches
Jan 12, 2016	111-3714917-1449833	653569793298_C	Refund	Amazon fees	Refund Administration Fee	$-0.32		Playskool Heroes, Transformers Rescue Bots Figure, Heatwave the Fire-Bot, 3.5 Inches
Jan 12, 2016	111-3714917-1449833	653569793298_C	Refund	Product charges		$-10.63	1	Playskool Heroes, Transformers Rescue Bots Figure, Heatwave the Fire-Bot, 3.5 Inches
Jan 11, 2016	115-9646505-7327414	011543367116-C/M	Refund	Amazon fees	Referral Fee on Item Price	$3.60		Toy State Caterpillar Push Powered Rev It Up Dump Truck
Jan 11, 2016	115-9646505-7327414	011543367116-C/M	Refund	Amazon fees	Refund Administration Fee	$-0.72		Toy State Caterpillar Push Powered Rev It Up Dump Truck
Jan 11, 2016	115-9646505-7327414	011543367116-C/M	Refund	Product charges		$-23.99	1	Toy State Caterpillar Push Powered Rev It Up Dump Truck
Jan 7, 2016	109-0184510-9565067		Refund	Other	Other concession	$-10.00		
Jan 5, 2016	002-8690662-8166657	653569930464-L	Refund	Amazon fees	Referral Fee on Item Price	$3.29		My Little Pony Equestria Girls Rainbow Dash Doll and Pony Set
Jan 5, 2016	002-8690662-8166657	653569930464-L	Refund	Amazon fees	Refund Administration Fee	$-0.66		My Little Pony Equestria Girls Rainbow Dash Doll and Pony Set
Jan 5, 2016	002-8690662-8166657	653569930464-L	Refund	Product charges		$-21.94	1	My Little Pony Equestria Girls Rainbow Dash Doll and Pony Set
Jan 5, 2016	110-4006070-4247425	887961095265-C	Refund	Amazon fees	Referral Fee on Item Price	$2.85		Ever After High Way Too Wonderland Apple White Doll
Jan 5, 2016	110-4006070-4247425	887961095265-C	Refund	Amazon fees	Refund Administration Fee	$-0.57		Ever After High Way Too Wonderland Apple White Doll
Jan 5, 2016	110-4006070-4247425	887961095265-C	Refund	Product charges		$-18.99	1	Ever After High Way Too Wonderland Apple White Doll
Jan 5, 2016	112-7173634-9702644	EZ-DFK7-AYP6	Refund	Amazon fees	Referral Fee on Item Price	$2.70		Twister Moves Hoop
Jan 5, 2016	112-7173634-9702644	EZ-DFK7-AYP6	Refund	Amazon fees	Refund Administration Fee	$-0.54		Twister Moves Hoop
Jan 5, 2016	112-7173634-9702644	EZ-DFK7-AYP6	Refund	Product charges		$-17.98	1	Twister Moves Hoop
Jan 5, 2016	105-9758544-2349813	4C-8SZP-GZSQ	Refund	Amazon fees	Referral Fee on Item Price	$2.99		My Life As Circus Horse Accessory Kit, Play Accessory for 18" Dolls Like American Girl Saige Felicity Penny
Jan 5, 2016	105-9758544-2349813	4C-8SZP-GZSQ	Refund	Amazon fees	Refund Administration Fee	$-0.60		My Life As Circus Horse Accessory Kit, Play Accessory for 18" Dolls Like American Girl Saige Felicity Penny
Jan 5, 2016	105-9758544-2349813	4C-8SZP-GZSQ	Refund	Product charges		$-19.94	1	My Life As Circus Horse Accessory Kit, Play Accessory for 18" Dolls Like American Girl Saige Felicity Penny
Jan 5, 2016	102-7738173-2753055	653569986980_C	Refund	Amazon fees	Referral Fee on Item Price	$3.45		Monopoly Empire Game
Jan 5, 2016	102-7738173-2753055	653569986980_C	Refund	Amazon fees	Refund Administration Fee	$-0.69		Monopoly Empire Game
Jan 5, 2016	102-7738173-2753055	653569986980_C	Refund	Product charges		$-22.99	1	Monopoly Empire Game
Jan 4, 2016	104-0216317-4113853	694202316085-C	Refund	Amazon fees	Referral Fee on Item Price	$4.15		Outdoor Sling Shot Game Set 10 pcs Party Fun, Sharper Image
Jan 4, 2016	104-0216317-4113853	694202316085-C	Refund	Amazon fees	Refund Administration Fee	$-0.83		Outdoor Sling Shot Game Set 10 pcs Party Fun, Sharper Image
Jan 4, 2016	104-0216317-4113853	694202316085-C	Refund	Product charges		$-27.65	1	Outdoor Sling Shot Game Set 10 pcs Party Fun, Sharper Image
Jan 4, 2016	111-4357153-2049841	653569793298_C	Refund	Amazon fees	Referral Fee on Item Price	$1.50		Playskool Heroes, Transformers Rescue Bots Figure, Heatwave the Fire-Bot, 3.5 Inches
Jan 4, 2016	111-4357153-2049841	653569793298_C	Refund	Amazon fees	Refund Administration Fee	$-0.30		Playskool Heroes, Transformers Rescue Bots Figure, Heatwave the Fire-Bot, 3.5 Inches
Jan 4, 2016	111-4357153-2049841	653569793298_C	Refund	Product charges		$-9.99	1	Playskool Heroes, Transformers Rescue Bots Figure, Heatwave the Fire-Bot, 3.5 Inches
Dec 28, 2015	108-3952474-5430636	680108056651-C	Refund	Amazon fees	Referral Fee on Item Price	$5.60		United States Army Observation Tower Playset
Dec 28, 2015	108-3952474-5430636	680108056651-C	Refund	Amazon fees	Refund Administration Fee	$-1.12		United States Army Observation Tower Playset
Dec 28, 2015	108-3952474-5430636	680108056651-C	Refund	Product charges		$-37.35	1	United States Army Observation Tower Playset
Dec 28, 2015	114-0550717-4376247	17-1OUP-1CJW	Refund	Amazon fees	Referral Fee on Item Price	$5.99		NKOK Singer Knitting Machine
Dec 28, 2015	114-0550717-4376247	17-1OUP-1CJW	Refund	Amazon fees	Refund Administration Fee	$-1.20		NKOK Singer Knitting Machine
Dec 28, 2015	114-0550717-4376247	17-1OUP-1CJW	Refund	Product charges		$-39.95	1	NKOK Singer Knitting Machine
Dec 24, 2015	109-3700826-5068231	049023790704-C/M	Refund	Amazon fees	Referral Fee on Item Price	$4.05		Marvel Ultimate Spiderman Rc Racer
Dec 24, 2015	109-3700826-5068231	049023790704-C/M	Refund	Amazon fees	Refund Administration Fee	$-0.81		Marvel Ultimate Spiderman Rc Racer
Dec 24, 2015	109-3700826-5068231	049023790704-C/M	Refund	Product charges		$-26.99	1	Marvel Ultimate Spiderman Rc Racer
Dec 24, 2015	112-9021622-9590651	049022849921-C/M	Refund	Amazon fees	Referral Fee on Item Price	$3.00		Disney Junior Mickey Mouse Clubhouse My First Microphone
Dec 24, 2015	112-9021622-9590651	049022849921-C/M	Refund	Amazon fees	Refund Administration Fee	$-0.60		Disney Junior Mickey Mouse Clubhouse My First Microphone
Dec 24, 2015	112-9021622-9590651	049022849921-C/M	Refund	Amazon fees	Shipping Chargeback	$11.53		Disney Junior Mickey Mouse Clubhouse My First Microphone
Dec 24, 2015	112-9021622-9590651	049022849921-C/M	Refund	Product charges		$-19.99	1	Disney Junior Mickey Mouse Clubhouse My First Microphone
Dec 24, 2015	112-9021622-9590651	049022849921-C/M	Refund	Other	Shipping	$-11.53		Disney Junior Mickey Mouse Clubhouse My First Microphone
Dec 24, 2015	112-6444091-8626626	794434153400_C	Refund	Amazon fees	Referral Fee on Item Price	$4.34		Disney Frozen Elsa & Anna Umbrella
Dec 24, 2015	112-6444091-8626626	794434153400_C	Refund	Amazon fees	Refund Administration Fee	$-0.87		Disney Frozen Elsa & Anna Umbrella
Dec 24, 2015	112-6444091-8626626	794434153400_C	Refund	Product charges		$-28.94	1	Disney Frozen Elsa & Anna Umbrella
Dec 23, 2015	108-5936401-4481011	049022791497-C/M	Refund	Amazon fees	Gift Wrap Chargeback	$3.49		My Little Pony- Paint Your Own Statue
Dec 23, 2015	108-5936401-4481011	049022791497-C/M	Refund	Amazon fees	Referral Fee on Item Price	$2.25		My Little Pony- Paint Your Own Statue
Dec 23, 2015	108-5936401-4481011	049022791497-C/M	Refund	Amazon fees	Refund Administration Fee	$-0.45		My Little Pony- Paint Your Own Statue
Dec 23, 2015	108-5936401-4481011	049022791497-C/M	Refund	Amazon fees	Shipping Chargeback	$5.64		My Little Pony- Paint Your Own Statue
Dec 23, 2015	108-5936401-4481011	049022791497-C/M	Refund	Product charges		$-14.99	1	My Little Pony- Paint Your Own Statue
Dec 23, 2015	108-5936401-4481011	049022791497-C/M	Refund	Other	Gift wrap	$-3.49		My Little Pony- Paint Your Own Statue
Dec 23, 2015	108-5936401-4481011	049022791497-C/M	Refund	Other	Shipping	$-5.64		My Little Pony- Paint Your Own Statue
Dec 22, 2015	104-7385002-5276252	9781450801973_L	Refund	Amazon fees	Referral Fee on Item Price	$2.40		Record a Story: Sesame Street, Together at Heart
Dec 22, 2015	104-7385002-5276252	9781450801973_L	Refund	Amazon fees	Variable Closing Fee	$1.35		Record a Story: Sesame Street, Together at Heart
Dec 22, 2015	104-7385002-5276252	9781450801973_L	Refund	Product charges		$-16.00	1	Record a Story: Sesame Street, Together at Heart
Dec 22, 2015	112-7379004-2789031	I4-0T0A-Q5N9	Refund	Amazon fees	Referral Fee on Item Price	$3.60		Fisher-Price Little People Tow 'n Pull Tractor
Dec 22, 2015	112-7379004-2789031	I4-0T0A-Q5N9	Refund	Amazon fees	Refund Administration Fee	$-0.72		Fisher-Price Little People Tow 'n Pull Tractor
Dec 22, 2015	112-7379004-2789031	I4-0T0A-Q5N9	Refund	Product charges		$-24.00	1	Fisher-Price Little People Tow 'n Pull Tractor
Dec 22, 2015	112-7345623-1681807		Refund	Amazon fees	Shipping Chargeback	$3.29		
Dec 22, 2015	112-7345623-1681807		Refund	Other	Shipping	$-3.29		
Dec 22, 2015	113-8521900-2404236	KA-EP7P-PU32	Refund	Amazon fees	Referral Fee on Item Price	$5.25		Record a Story and Song: Frosty the Snowman
Dec 22, 2015	113-8521900-2404236	KA-EP7P-PU32	Refund	Product charges		$-34.99	1	Record a Story and Song: Frosty the Snowman
Dec 22, 2015	113-6517282-8298668	KA-EP7P-PU32	Refund	Amazon fees	Referral Fee on Item Price	$5.25		Record a Story and Song: Frosty the Snowman
Dec 22, 2015	113-6517282-8298668	KA-EP7P-PU32	Refund	Product charges		$-34.99	1	Record a Story and Song: Frosty the Snowman
Dec 21, 2015	109-8607347-1600227	6E-TLE4-WTM0	Refund	Amazon fees	Referral Fee on Item Price	$4.92		Summer Infant SwaddleMe WrapSack Blanket, Sunny Bee, Small (Discontinued by Manufacturer)
Dec 21, 2015	109-8607347-1600227	6E-TLE4-WTM0	Refund	Amazon fees	Refund Administration Fee	$-0.98		Summer Infant SwaddleMe WrapSack Blanket, Sunny Bee, Small (Discontinued by Manufacturer)
Dec 21, 2015	109-8607347-1600227	6E-TLE4-WTM0	Refund	Product charges		$-32.79	1	Summer Infant SwaddleMe WrapSack Blanket, Sunny Bee, Small (Discontinued by Manufacturer)
Dec 21, 2015	110-6901109-0993842		Refund	Other	Other concession	$-4.10		
Dec 21, 2015	110-4684288-5087434	9N-F6KB-VWC3	Refund	Amazon fees	Referral Fee on Item Price	$3.05		Carters Activity Set, Soft and Sweet (Discontinued by Manufacturer)
Dec 21, 2015	110-4684288-5087434	9N-F6KB-VWC3	Refund	Amazon fees	Refund Administration Fee	$-0.61		Carters Activity Set, Soft and Sweet (Discontinued by Manufacturer)
Dec 21, 2015	110-4684288-5087434	9N-F6KB-VWC3	Refund	Product charges		$-20.36	1	Carters Activity Set, Soft and Sweet (Discontinued by Manufacturer)
Dec 21, 2015	110-6901109-0993842	049022848641-C/M	Refund	Amazon fees	Referral Fee on Item Price	$1.85		Disneys Mickey Mouse Mouse Push and Go Racer Car
Dec 21, 2015	110-6901109-0993842	049022848641-C/M	Refund	Amazon fees	Refund Administration Fee	$-0.37		Disneys Mickey Mouse Mouse Push and Go Racer Car
Dec 21, 2015	110-6901109-0993842	049022848641-C/M	Refund	Product charges		$-12.32	1	Disneys Mickey Mouse Mouse Push and Go Racer Car
Dec 21, 2015	112-4393447-1529001	049022849075-C	Refund	Amazon fees	Referral Fee on Item Price	$2.26		Marvel Guardians of the Galaxy Solar Action Dancing Groot
Dec 21, 2015	112-4393447-1529001	049022849075-C	Refund	Amazon fees	Refund Administration Fee	$-0.45		Marvel Guardians of the Galaxy Solar Action Dancing Groot
Dec 21, 2015	112-4393447-1529001	049022849075-C	Refund	Product charges		$-15.07	1	Marvel Guardians of the Galaxy Solar Action Dancing Groot
Dec 21, 2015	112-4393447-1529001	049022849075-C	Refund	Promo rebates	Shipping	$0.80		Marvel Guardians of the Galaxy Solar Action Dancing Groot
Dec 21, 2015	112-4393447-1529001	049022849075-C	Refund	Other	Shipping	$-0.80		Marvel Guardians of the Galaxy Solar Action Dancing Groot
Dec 19, 2015	109-9777695-8429014	67-IDST-TKE6	Refund	Amazon fees	Referral Fee on Item Price	$1.83		Skylanders Giants Mega Puzzles 150 Piece Panoramic Jigsaw
Dec 19, 2015	109-9777695-8429014	67-IDST-TKE6	Refund	Amazon fees	Refund Administration Fee	$-0.37		Skylanders Giants Mega Puzzles 150 Piece Panoramic Jigsaw
Dec 19, 2015	109-9777695-8429014	67-IDST-TKE6	Refund	Product charges		$-12.19	1	Skylanders Giants Mega Puzzles 150 Piece Panoramic Jigsaw
Dec 17, 2015	106-3313802-4970642	049022705913_L.C.VERYGOOD	Refund	Amazon fees	Referral Fee on Item Price	$3.45		Mickey Mouse Clubhouse Pop Up Pals
Dec 17, 2015	106-3313802-4970642	049022705913_L.C.VERYGOOD	Refund	Amazon fees	Refund Administration Fee	$-0.69		Mickey Mouse Clubhouse Pop Up Pals
Dec 17, 2015	106-3313802-4970642	049022705913_L.C.VERYGOOD	Refund	Product charges		$-22.99	1	Mickey Mouse Clubhouse Pop Up Pals
Dec 17, 2015	106-3313802-4970642	049022705913_L.C.VERYGOOD	Refund	Promo rebates	Shipping	$2.39		Mickey Mouse Clubhouse Pop Up Pals
Dec 17, 2015	106-3313802-4970642	049022705913_L.C.VERYGOOD	Refund	Other	Shipping	$-2.39		Mickey Mouse Clubhouse Pop Up Pals
Dec 16, 2015	115-4214861-8866603	011543367116-C/M	Refund	Amazon fees	Referral Fee on Item Price	$3.60		Toy State Caterpillar Push Powered Rev It Up Dump Truck
Dec 16, 2015	115-4214861-8866603	011543367116-C/M	Refund	Amazon fees	Refund Administration Fee	$-0.72		Toy State Caterpillar Push Powered Rev It Up Dump Truck
Dec 16, 2015	115-4214861-8866603	011543367116-C/M	Refund	Product charges		$-23.99	1	Toy State Caterpillar Push Powered Rev It Up Dump Truck
Dec 16, 2015	107-5028377-6434650	049022507920-C	Refund	Amazon fees	Referral Fee on Item Price	$3.15		Mickey Mouse Clubhouse Minnie Laptop Junior
Dec 16, 2015	107-5028377-6434650	049022507920-C	Refund	Amazon fees	Refund Administration Fee	$-0.63		Mickey Mouse Clubhouse Minnie Laptop Junior
Dec 16, 2015	107-5028377-6434650	049022507920-C	Refund	Product charges		$-21.00	1	Mickey Mouse Clubhouse Minnie Laptop Junior
Dec 15, 2015	103-1009782-8953809	746775313203-L.VERYGOOD	Refund	Amazon fees	Referral Fee on Item Price	$2.85		Barbie Careers Teacher African-American Doll Playset
Dec 15, 2015	103-1009782-8953809	746775313203-L.VERYGOOD	Refund	Amazon fees	Refund Administration Fee	$-0.57		Barbie Careers Teacher African-American Doll Playset
Dec 15, 2015	103-1009782-8953809	746775313203-L.VERYGOOD	Refund	Product charges		$-18.99	1	Barbie Careers Teacher African-American Doll Playset
Dec 15, 2015	103-1009782-8953809	746775313203-L.VERYGOOD	Refund	Promo rebates	Shipping	$2.81		Barbie Careers Teacher African-American Doll Playset
Dec 15, 2015	103-1009782-8953809	746775313203-L.VERYGOOD	Refund	Other	Shipping	$-2.81		Barbie Careers Teacher African-American Doll Playset
Dec 15, 2015	103-9696442-1685058	9D-GXMO-98Y9	Refund	Amazon fees	Referral Fee on Item Price	$1.31		Planet Orbeez - DJ Playset
Dec 15, 2015	103-9696442-1685058	9D-GXMO-98Y9	Refund	Amazon fees	Refund Administration Fee	$-0.26		Planet Orbeez - DJ Playset
Dec 15, 2015	103-9696442-1685058	9D-GXMO-98Y9	Refund	Product charges		$-8.74	1	Planet Orbeez - DJ Playset
Dec 15, 2015	114-9898657-1014612	778988046067_C	Refund	Amazon fees	Referral Fee on Item Price	$1.63		DreamWorks Dragons Defenders of Berk - Real Flying Toothless
Dec 15, 2015	114-9898657-1014612	778988046067_C	Refund	Amazon fees	Refund Administration Fee	$-0.33		DreamWorks Dragons Defenders of Berk - Real Flying Toothless
